Sample,ContigName,RelAbundance,Order,Family,crAssphage,LifeCycle,ViralCluster,CRISPRMatch,Reads,Treatment
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_20_length_14305_cov_6_552052-cat_1,0.005955132,Caudovirales,Siphoviridae,N,lytic,526_0,Alistipes,3150,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_165_length_3019_cov_2_989627-cat_1,0.006034978,Unassigned,Unassigned,N,lytic,760_0,NA,654,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_64_length_5675_cov_7_021449-cat_2,0.006191598,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,1274,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_42_length_4265_cov_6_533833-circular-cat_2,0.006373146,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,968,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_5_length_35037_cov_13_998425-cat_1,0.006409412,Caudovirales,Siphoviridae,N,lytic,529_0,Bacteroides,7936,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_1_length_30894_cov_9_287548-cat_1,0.006487783,Caudovirales,Siphoviridae,N,lytic,529_0,Bacteroides,7159,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_24_length_13151_cov_15_796837-cat_2,0.006713831,Caudovirales,Caudovirales,N,lytic,529_0,Alistipes,3126,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_156_length_4276_cov_2_070378-circular-cat_2,0.00679317,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,1058,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_21_length_8932_cov_3_065531-cat_2,0.006876727,Caudovirales,Podoviridae,N,lytic,Outlier,Bacteroides,2171,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_29_length_6942_cov_50_603962-cat_1,0.006941675,Caudovirales,Siphoviridae,N,lytic,526_0,NA,1754,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_104_length_6168_cov_29_775368-cat_2,0.00700424,Caudovirales,Podoviridae,N,lytic,Outlier,NA,1478,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_54_length_9427_cov_16_961935-cat_1,0.007171725,Caudovirales,Siphoviridae,N,lytic,526_0,NA,2510,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_13_length_23288_cov_4_381935-cat_1,0.007401945,Caudovirales,Siphoviridae,N,lytic,529_0,Alistipes,6157,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_19_length_3713_cov_20_135806-cat_2,0.007434157,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,1028,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_45_length_11590_cov_4_013347-cat_1,0.007510296,Caudovirales,Caudovirales,N,lytic,Outlier,Bacteroides,3070,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_50_length_7549_cov_5_277014-cat_2,0.007778545,Caudovirales,Podoviridae,N,lytic,Outlier,NA,2090,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_178_length_4275_cov_9_043394-circular-cat_2,0.008050132,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,1224,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_54_length_3766_cov_2_004122-cat_2,0.010667384,Unassigned,Unassigned,N,lytic,599_0,NA,1420,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_64_length_4807_cov_3_357051-cat_2,0.010744705,Caudovirales,Caudovirales,N,lytic,599_0,Bacteroides,1847,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_135_length_3371_cov_1_696979-cat_2,0.021201414,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,2469,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_11_length_4654_cov_39_516015-cat_2,0.02627313,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,4136,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_168_length_3818_cov_3_280412-cat_1,0.029395818,no_order_Microviridae,Microviridae,N,lytic,714_0,Bacteroides,3871,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_1_length_6571_cov_6_048107-cat_1,0.030800236,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,6825,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_25_length_4255_cov_813_456153-cat_2,0.030865103,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,4474,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_51_length_6484_cov_389_177442-circular-cat_1,0.031774343,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,6911,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_21_length_6610_cov_518_650008-cat_1,0.032311352,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,7236,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_254_length_6075_cov_402_150303-circular-cat_1,0.032357591,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,6531,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_133_length_4055_cov_218_105652-cat_1,0.033379869,Unassigned,Unassigned,N,lytic,713_0,Bacteroides,4620,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_85_length_6484_cov_80_882177-circular-cat_1,0.033423763,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,7288,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_63_length_4867_cov_423_282068-cat_2,0.033474278,no_order_Microviridae,Microviridae,N,lytic,714_0,Bacteroides,5659,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_19_length_6484_cov_74_464842-circular-cat_1,0.034240338,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,7341,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_23_length_6484_cov_71_879346-circular-cat_1,0.036626667,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,7631,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_61_length_3350_cov_1867_797394-cat_1,0.040384682,no_order_Microviridae,Microviridae,N,lytic,714_0,Bacteroides,4602,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_66_length_6484_cov_49_224005-circular-cat_1,0.050635764,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,9793,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_62_length_3486_cov_91_403096-cat_1,0.053222719,Unassigned,Unassigned,N,lytic,713_0,Bacteroides,5334,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_03],VIRSorter_NODE_63_length_5883_cov_50_604065-cat_2,0.094426279,Unassigned,Unassigned,N,lytic,Singleton,Bacteroides,20727,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_6_length_6490_cov_1_842684-cat_2,0.000116442,Caudovirales,Siphoviridae,N,lytic,829_0,NA,57,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_23_length_3118_cov_1_580586-cat_2,0.00015266,Caudovirales,Myoviridae,N,lytic,Outlier,NA,33,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_178_length_4275_cov_9_043394-circular-cat_2,0.000153996,Unassigned,Unassigned,N,lytic,704_0,Bacteroides,38,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_20_length_3432_cov_2_403631-cat_2,0.000154975,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,41,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_7_length_39072_cov_6_345307-cat_1,0.00016384,Caudovirales,Siphoviridae,N,lytic,259_0,NA,460,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_4_length_47352_cov_18_157861-cat_2,0.000175074,Caudovirales,Siphoviridae,N,lytic,259_0,NA,580,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_148_length_4712_cov_5_620169-cat_2,0.000188439,Unassigned,Unassigned,N,lytic,Outlier,NA,64,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_63_length_5883_cov_50_604065-cat_2,0.000227366,Unassigned,Unassigned,N,lytic,Singleton,Bacteroides,99,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_7_length_6361_cov_4_574912-cat_2,0.00030336,Caudovirales,Siphoviridae,N,lytic,631_0,NA,131,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_5_length_6795_cov_2_337433-circular-cat_2,0.000564629,Unassigned,Unassigned,N,lytic,816_0,Hungatella,254,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_14_length_4339_cov_2_446344-cat_2,0.000609342,Unassigned,Unassigned,N,lytic,816_0,NA,191,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_11_length_4654_cov_39_516015-cat_2,0.04311559,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,12796,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_168_length_3818_cov_3_280412-cat_1,0.046385814,no_order_Microviridae,Microviridae,N,lytic,714_0,Bacteroides,11891,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_1_length_6571_cov_6_048107-cat_1,0.052246338,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,21712,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_135_length_3371_cov_1_696979-cat_2,0.053135227,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,10814,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_51_length_6484_cov_389_177442-circular-cat_1,0.053474679,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,21601,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_63_length_4867_cov_423_282068-cat_2,0.054900556,no_order_Microviridae,Microviridae,N,lytic,714_0,Bacteroides,17557,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_25_length_4255_cov_813_456153-cat_2,0.055318265,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,15350,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_133_length_4055_cov_218_105652-cat_1,0.05567389,Unassigned,Unassigned,N,lytic,713_0,Bacteroides,14025,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_21_length_6610_cov_518_650008-cat_1,0.056326053,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,23185,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_254_length_6075_cov_402_150303-circular-cat_1,0.056752593,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,21264,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_85_length_6484_cov_80_882177-circular-cat_1,0.056821044,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,23019,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_19_length_6484_cov_74_464842-circular-cat_1,0.058300314,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,23210,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_23_length_6484_cov_71_879346-circular-cat_1,0.059724376,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,23915,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_61_length_3350_cov_1867_797394-cat_1,0.061744896,no_order_Microviridae,Microviridae,N,lytic,714_0,Bacteroides,13411,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_66_length_6484_cov_49_224005-circular-cat_1,0.08078955,no_order_Microviridae,Microviridae,N,lytic,713_0,Bacteroides,30539,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_10],VIRSorter_NODE_62_length_3486_cov_91_403096-cat_1,0.152480693,Unassigned,Unassigned,N,lytic,713_0,Bacteroides,24855,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_12_length_3020_cov_1_596613-cat_2,0.001112621,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,30,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_31_length_9609_cov_2_232968-cat_2,0.001191648,Caudovirales,Caudovirales,N,lytic,587_0,Bacteroides,115,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_19_length_7077_cov_3_571223-cat_2,0.001253304,Caudovirales,Myoviridae,N,lysogenic,241_0,NA,82,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_15_length_8481_cov_2_637299-cat_1,0.001266146,Caudovirales,Siphoviridae,N,lytic,Overlap,NA,102,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_48_length_5315_cov_3_423285-cat_2,0.001353522,Unassigned,Unassigned,N,lytic,897_0,NA,68,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_32_length_3172_cov_2_203612-cat_2,0.001365397,Unassigned,Unassigned,N,lytic,Outlier,NA,39,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_13_length_5511_cov_2_067979-cat_2,0.0013856,Caudovirales,Siphoviridae,N,lysogenic,Outlier,Hungatella,71,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_47_length_6470_cov_2_288349-cat_1,0.001389372,Caudovirales,Siphoviridae,N,lytic,791_0,NA,81,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_49_length_6872_cov_2_112676-cat_2,0.001477111,Unassigned,Unassigned,N,lytic,587_0,NA,99,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_41_length_3674_cov_2_310403-cat_2,0.001495286,Caudovirales,Myoviridae,N,lysogenic,241_0,NA,50,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_71_length_6346_cov_3_977810-cat_2,0.001498839,Caudovirales,Siphoviridae,N,lytic,555_0,NA,90,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_34_length_4324_cov_4_658566-cat_2,0.001500476,Unassigned,Unassigned,N,lytic,Outlier,NA,59,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_63_length_3165_cov_26_577024-cat_2,0.001590342,Unassigned,Unassigned,N,lytic,733_0,Erysipelatoclostridium,45,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_16_length_10448_cov_4_595485-cat_2,0.001692418,Caudovirales,Siphoviridae,N,lytic,Overlap,NA,182,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_38_length_4436_cov_3_724762-cat_2,0.001696268,Unassigned,Unassigned,N,lytic,647_0,Enterocloster,63,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_88_length_3807_cov_1_749185-cat_2,0.001736277,Unassigned,Unassigned,N,lysogenic,Outlier,Enterocloster,58,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_117_length_3058_cov_2_393040-cat_2,0.001747029,Caudovirales,Siphoviridae,N,lytic,555_0,NA,51,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_9_length_17192_cov_28_200176-cat_2,0.001976837,Caudovirales,Siphoviridae,N,lytic,Overlap,NA,333,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_11_length_20747_cov_3_218089-cat_1,0.002104505,Caudovirales,Siphoviridae,N,lysogenic,Overlap,NA,399,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_8_length_25314_cov_6_655815-cat_1,0.002158982,Caudovirales,Siphoviridae,N,lytic,353_0,Eubacterium,486,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_75_length_3645_cov_2_030984-cat_2,0.002282811,Caudovirales,Siphoviridae,N,lytic,Outlier,Enterocloster,75,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_30_length_13518_cov_2_630871-cat_1,0.002284067,Caudovirales,Siphoviridae,N,lysogenic,647_0,Enterocloster,287,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_133_length_4363_cov_3_359065-cat_1,0.002453399,Caudovirales,Caudovirales,N,lytic,791_0,NA,88,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_73_length_3095_cov_1_154313-cat_2,0.002622178,Unassigned,Unassigned,N,lytic,Outlier,Enterocloster,73,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_10_length_15183_cov_16_947330-cat_1,0.002650867,Caudovirales,Siphoviridae,N,lysogenic,647_0,Enterocloster,353,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_26_length_6592_cov_3_437123-cat_2,0.002760492,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,169,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_226_length_3141_cov_54_609489-cat_1,0.002768198,Caudovirales,Podoviridae,N,lytic,732_0,Clostridium,81,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_238_length_3228_cov_1_882941-cat_2,0.002791671,Caudovirales,Siphoviridae,N,lytic,260_0,Bacteroides,84,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_31_length_3199_cov_1_504883-cat_2,0.002796085,Unassigned,Unassigned,N,lytic,Outlier,Enterocloster,77,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_56_length_9277_cov_21_767213-cat_2,0.002843996,Caudovirales,Siphoviridae,N,lytic,Outlier,Eubacterium,234,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_267_length_3019_cov_3_758990-circular-cat_2,0.002845568,Caudovirales,Siphoviridae,N,lytic,195_0,NA,73,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_2_length_12861_cov_68_809801-cat_1,0.002881472,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium,306,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_15_length_4674_cov_2_239718-cat_2,0.002902802,Unassigned,Unassigned,N,lytic,Outlier,Enterocloster,126,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_21_length_12227_cov_4_466529-cat_2,0.002986768,Caudovirales,Siphoviridae,N,lytic,353_0,Eubacterium,323,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_86_length_3889_cov_32_529240-cat_2,0.003059824,Caudovirales,Caudovirales,N,lytic,Outlier,Clostridiales,112,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_24_length_3007_cov_1_689583-cat_2,0.00310428,Unassigned,Unassigned,N,lytic,Outlier,Enterocloster,82,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_26_length_7077_cov_9_181295_gene_3_gene_13-1083-7084-cat_5,0.003154351,Caudovirales,Siphoviridae,N,lytic,Singleton,Enterococcus,166,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_55_length_3134_cov_450_542401-cat_1,0.003233099,Unassigned,Unassigned,N,lytic,Singleton,Clostridium,84,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_8_length_18979_cov_2_411734-cat_2,0.003247618,Caudovirales,Siphoviridae,N,lysogenic,780_0,Subdoligranulum,625,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_28_length_6511_cov_334_175909-cat_1,0.00325228,Caudovirales,Podoviridae,N,lytic,732_0,Clostridium,184,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_19_length_14564_cov_4_032625-cat_1,0.003329953,Caudovirales,Siphoviridae,N,lytic,648_0,Enterocloster,436,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_80_length_4484_cov_2_056461-cat_1,0.003337783,Caudovirales,Podoviridae,N,lytic,Outlier,Erysipelatoclostridium,126,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_19_length_9102_cov_21_715432-cat_2,0.003352608,Caudovirales,Siphoviridae,N,lytic,647_0,Enterocloster,261,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_126_length_4485_cov_8_450781-cat_2,0.003374165,Caudovirales,Myoviridae,N,lysogenic,241_0,NA,136,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_4_length_5379_cov_1_719916-cat_2,0.003439572,Caudovirales,Siphoviridae,N,lytic,Outlier,Enterocloster,175,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_34_length_11573_cov_251_539053-cat_1,0.003445843,Caudovirales,Podoviridae,N,lytic,658_0,Clostridium,345,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_22_length_6851_cov_3_619869-cat_2,0.00348343,Caudovirales,Siphoviridae,N,lytic,Outlier,NA,198,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_11_length_9405_cov_8_080729-cat_1,0.003516524,Caudovirales,Siphoviridae,N,lysogenic,Outlier,Enterocloster,297,No_Phage
Galaxy2591-[Bowtie2_on_collection_1928__alignments__1-1_10_17],VIRSorter_NODE_124_length_4459_cov_30_228301-cat_2,0.003523881,Unassigned,Unassigned,N,lytic,658_0,Clostridium,140,No_Phage
